timestamp,x,y,theta
3.893,0.0000,0.0000,0.0000
3.913,0.0000,0.0000,0.0000
3.933,0.0000,0.0000,0.0000
3.953,0.0000,0.0000,0.0000
3.972,0.0000,0.0000,0.0000
3.993,0.0000,0.0000,0.0000
4.013,0.0000,0.0000,0.0000
4.032,0.0000,0.0000,0.0000
4.053,0.0000,0.0000,0.0000
4.073,0.0000,0.0000,0.0000
4.093,0.0000,0.0000,0.0000
4.113,0.0000,0.0000,0.0000
4.133,0.0000,0.0000,0.0000
4.153,0.0000,0.0000,0.0000
4.172,0.0000,0.0000,0.0000
4.193,0.0000,0.0000,0.0000
4.213,0.0000,0.0000,0.0000
4.232,0.0000,0.0000,0.0000
4.253,0.0000,0.0000,0.0000
4.273,0.0000,0.0000,0.0000
4.293,0.0000,0.0000,0.0000
4.313,0.0000,0.0000,0.0000
4.333,0.0000,0.0000,0.0000
4.352,0.0000,0.0000,0.0000
4.373,0.0000,0.0000,0.0000
4.393,0.0000,0.0000,0.0000
4.413,0.0000,0.0000,0.0000
4.432,0.0000,0.0000,0.0000
4.453,0.0000,0.0000,0.0000
4.473,0.0000,0.0000,0.0000
4.492,0.0000,0.0000,0.0000
4.513,0.0000,0.0000,0.0000
4.533,0.0000,0.0000,0.0000
4.553,0.0000,0.0000,0.0000
4.573,0.0000,0.0000,0.0000
4.593,0.0000,0.0000,0.0000
4.613,0.0000,0.0000,0.0000
4.633,0.0000,0.0000,0.0000
4.653,0.0000,0.0000,0.0000
4.673,0.0000,0.0000,0.0000
4.692,0.0000,0.0000,0.0000
4.713,0.0000,0.0000,0.0000
4.733,0.0000,0.0000,0.0000
4.753,0.0000,0.0000,0.0000
4.773,0.0000,0.0000,0.0000
4.793,0.0000,0.0000,0.0000
4.813,0.0000,0.0000,0.0000
4.833,0.0000,0.0000,0.0000
4.853,0.0000,0.0000,0.0000
4.873,0.0000,0.0000,0.0000
4.893,0.0000,0.0000,0.0000
4.913,0.0000,0.0000,0.0000
4.933,0.0000,0.0000,0.0000
4.953,0.0000,0.0000,0.0000
4.973,0.0000,0.0000,0.0000
4.993,0.0000,0.0000,0.0000
5.013,0.0000,0.0000,0.0000
5.033,0.0000,0.0000,0.0000
5.053,0.0000,0.0000,0.0000
5.073,0.0000,0.0000,0.0000
5.093,0.0000,0.0000,0.0000
5.113,0.0000,0.0000,0.0000
5.132,0.0000,0.0000,0.0000
5.153,0.0000,0.0000,0.0000
5.173,0.0000,0.0000,0.0000
5.193,0.0000,0.0000,0.0000
5.213,0.0000,0.0000,0.0000
5.233,0.0000,0.0000,0.0000
5.253,0.0000,0.0000,0.0000
5.273,0.0000,0.0000,0.0000
5.293,0.0000,0.0000,0.0000
5.313,0.0000,0.0000,0.0000
5.333,0.0000,0.0000,0.0000
5.353,0.0000,0.0000,0.0000
5.374,0.0000,0.0000,0.0000
5.392,0.0000,0.0000,0.0000
5.412,0.0000,0.0000,0.0000
5.433,0.0000,0.0000,0.0000
5.453,0.0000,0.0000,0.0000
5.472,0.0000,0.0000,0.0000
5.492,0.0000,0.0000,0.0000
5.512,0.0000,0.0000,0.0000
5.532,0.0000,0.0000,0.0000
5.552,0.0000,0.0000,0.0000
5.573,0.0000,0.0000,0.0000
5.592,0.0000,0.0000,0.0000
5.613,0.0000,0.0000,0.0000
5.632,0.0000,0.0000,0.0000
5.654,0.0000,0.0000,0.0000
5.672,0.0000,0.0000,0.0000
5.693,0.0000,0.0000,0.0000
5.713,0.0000,0.0000,0.0000
5.732,0.0000,0.0000,0.0000
5.752,0.0000,0.0000,0.0000
5.773,0.0000,0.0000,0.0000
5.793,0.0000,0.0000,0.0000
5.813,0.0000,0.0000,0.0000
5.832,0.0000,0.0000,0.0000
5.853,0.0000,0.0000,0.0000
5.873,0.0000,0.0000,0.0000
5.893,0.0000,0.0000,0.0000
5.912,0.0000,0.0000,0.0000
5.933,0.0000,0.0000,0.0000
5.953,0.0000,0.0000,0.0000
5.973,0.0000,0.0000,0.0000
5.993,0.0000,0.0000,0.0000
6.013,0.0000,0.0000,0.0000
6.033,0.0000,0.0000,0.0000
6.053,0.0000,0.0000,0.0000
6.073,0.0000,0.0000,0.0000
6.092,0.0000,0.0000,0.0000
6.113,0.0000,0.0000,0.0000
6.133,0.0000,0.0000,0.0000
6.152,0.0000,0.0000,0.0000
6.173,0.0000,0.0000,0.0000
6.193,0.0000,0.0000,0.0000
6.212,0.0000,0.0000,0.0000
6.233,0.0000,0.0000,0.0000
6.253,0.0000,0.0000,0.0000
6.272,0.0000,0.0000,0.0000
6.293,0.0000,0.0000,0.0000
6.313,0.0000,0.0000,0.0000
6.333,0.0000,0.0000,0.0000
6.352,0.0000,0.0000,0.0000
6.373,0.0000,0.0000,0.0000
6.393,0.0000,0.0000,0.0000
6.412,0.0000,0.0000,0.0000
6.433,0.0000,0.0000,0.0000
6.453,0.0000,0.0000,0.0000
6.473,0.0000,0.0000,0.0000
6.493,0.0000,0.0000,0.0000
6.513,0.0000,0.0000,0.0000
6.533,0.0000,0.0000,0.0000
6.552,0.0000,0.0000,0.0000
6.573,0.0000,0.0000,0.0000
6.593,0.0000,0.0000,0.0000
6.612,0.0000,0.0000,0.0000
6.633,0.0000,0.0000,0.0000
6.653,0.0000,0.0000,0.0000
6.672,0.0000,0.0000,0.0000
6.692,0.0000,0.0000,0.0000
6.713,0.0000,0.0000,0.0000
6.732,0.0000,0.0000,0.0000
6.753,0.0000,0.0000,0.0000
6.773,0.0000,0.0000,0.0000
6.793,0.0000,0.0000,0.0000
6.812,0.0000,0.0000,0.0000
6.833,0.0000,0.0000,0.0000
6.852,0.0000,0.0000,0.0000
6.872,0.0000,0.0000,0.0000
6.893,0.0000,0.0000,0.0000
6.913,0.0000,0.0000,0.0000
6.933,0.0000,0.0000,0.0000
6.953,0.0000,0.0000,0.0000
6.973,0.0000,0.0000,0.0000
6.992,0.0000,0.0000,0.0000
7.013,0.0000,0.0000,0.0000
7.033,0.0000,0.0000,0.0000
7.052,0.0000,0.0000,0.0000
7.073,0.0000,0.0000,0.0000
7.093,0.0000,0.0000,0.0000
7.113,0.0000,0.0000,0.0000
7.133,0.0000,0.0000,0.0000
7.153,0.0000,0.0000,0.0000
7.173,0.0000,0.0000,0.0000
7.192,0.0000,0.0000,0.0000
7.213,0.0000,0.0000,0.0000
7.233,0.0000,0.0000,0.0000
7.253,0.0000,0.0000,0.0000
7.272,0.0000,0.0000,0.0000
7.293,0.0000,0.0000,0.0000
7.312,0.0000,0.0000,0.0000
7.333,0.0000,0.0000,0.0000
7.353,0.0000,0.0000,0.0000
7.373,0.0000,0.0000,0.0000
7.392,0.0000,0.0000,0.0000
7.413,0.0000,0.0000,0.0000
7.433,0.0000,0.0000,0.0000
7.452,0.0000,0.0000,0.0000
7.473,0.0000,0.0000,0.0000
7.492,0.0000,0.0000,0.0000
7.512,0.0000,0.0000,0.0000
7.533,0.0000,0.0000,0.0000
7.553,0.0000,0.0000,0.0000
7.573,0.0000,0.0000,0.0000
7.593,0.0000,0.0000,0.0000
7.613,0.0000,0.0000,0.0000
7.633,0.0000,0.0000,0.0000
7.652,0.0000,0.0000,0.0000
7.673,0.0000,0.0000,0.0000
7.693,0.0000,0.0000,0.0000
7.712,0.0000,0.0000,0.0000
7.733,0.0000,0.0000,0.0000
7.753,0.0000,0.0000,0.0000
7.772,0.0000,0.0000,0.0000
7.792,0.0000,0.0000,0.0000
7.813,0.0000,0.0000,0.0000
7.832,0.0000,0.0000,0.0000
7.853,0.0000,0.0000,0.0000
7.873,0.0000,0.0000,0.0000
7.893,0.0000,0.0000,0.0000
7.912,0.0000,0.0000,0.0000
7.933,0.0000,0.0000,0.0000
7.953,0.0000,0.0000,0.0000
7.972,0.0000,0.0000,0.0000
7.993,0.0000,0.0000,0.0000
8.013,0.0000,0.0000,0.0000
8.032,0.0000,0.0000,0.0000
8.053,0.0000,0.0000,0.0000
8.072,0.0000,0.0000,0.0000
8.092,0.0000,0.0000,0.0000
8.113,0.0000,0.0000,0.0000
8.132,0.0000,0.0000,0.0000
8.153,0.0000,0.0000,0.0000
8.172,0.0000,0.0000,0.0000
8.193,0.0000,0.0000,0.0000
8.213,0.0000,0.0000,0.0000
8.232,0.0000,0.0000,0.0000
8.252,0.0000,0.0000,0.0000
8.272,0.0000,0.0000,0.0000
8.292,0.0000,0.0000,0.0000
8.313,0.0000,0.0000,0.0000
8.333,0.0000,0.0000,0.0000
8.353,0.0000,0.0000,0.0000
8.373,0.0000,0.0000,0.0000
8.392,0.0000,0.0000,0.0000
8.412,0.0000,0.0000,0.0000
8.433,0.0000,0.0000,0.0000
8.452,0.0000,0.0000,0.0000
8.473,0.0000,0.0000,0.0000
8.492,0.0000,0.0000,0.0000
8.513,0.0000,0.0000,0.0000
8.533,0.0000,0.0000,0.0000
8.552,0.0000,0.0000,0.0000
8.573,0.0000,0.0000,0.0000
8.593,0.0000,0.0000,0.0000
8.613,0.0000,0.0000,0.0000
8.632,0.0000,0.0000,0.0000
8.653,0.0000,0.0000,0.0000
8.673,0.0000,0.0000,0.0000
8.692,0.0000,0.0000,0.0000
8.712,0.0000,0.0000,0.0000
8.733,0.0000,0.0000,0.0000
8.752,0.0000,0.0000,0.0000
8.773,0.0000,0.0000,0.0000
8.793,0.0000,0.0000,0.0000
8.812,0.0000,0.0000,0.0000
8.833,0.0000,0.0000,0.0000
8.853,0.0000,0.0000,0.0000
8.873,0.0000,0.0000,0.0000
8.892,0.0000,0.0000,0.0000
8.912,0.0000,0.0000,0.0000
8.933,0.0000,0.0000,0.0000
8.952,0.0000,0.0000,0.0000
8.973,0.0000,0.0000,0.0000
8.993,0.0000,0.0000,0.0000
9.012,0.0000,0.0000,0.0000
9.033,0.0000,0.0000,0.0000
9.053,0.0000,0.0000,0.0000
9.072,0.0000,0.0000,0.0000
9.093,0.0000,0.0000,0.0000
9.113,0.0000,0.0000,0.0000
9.133,0.0000,0.0000,0.0000
9.153,0.0000,0.0000,0.0000
9.172,0.0000,0.0000,0.0000
9.193,0.0000,0.0000,0.0000
9.212,0.0000,0.0000,0.0000
9.232,0.0000,0.0000,0.0000
9.253,0.0000,0.0000,0.0000
9.272,0.0000,0.0000,0.0000
9.293,0.0000,0.0000,0.0000
9.313,0.0000,0.0000,0.0000
9.332,0.0000,0.0000,0.0000
9.352,0.0000,0.0000,0.0000
9.373,0.0000,0.0000,0.0000
9.392,0.0000,0.0000,0.0000
9.413,0.0000,0.0000,0.0000
9.433,0.0000,0.0000,0.0000
9.452,0.0000,0.0000,0.0000
9.473,0.0000,0.0000,0.0000
9.493,0.0000,0.0000,0.0000
9.513,0.0000,0.0000,0.0000
9.532,0.0000,0.0000,0.0000
9.553,0.0000,0.0000,0.0000
9.573,0.0000,0.0000,0.0000
9.592,0.0000,0.0000,0.0000
9.613,0.0000,0.0000,0.0000
9.633,0.0000,0.0000,0.0000
9.652,0.0000,0.0000,0.0000
9.673,0.0000,0.0000,0.0000
9.693,0.0000,0.0000,0.0000
9.713,0.0000,0.0000,0.0000
9.732,0.0000,0.0000,0.0000
9.752,0.0000,0.0000,0.0000
9.772,0.0000,0.0000,0.0000
9.793,0.0000,0.0000,0.0000
9.812,0.0000,0.0000,0.0000
9.833,0.0000,0.0000,0.0000
9.852,0.0000,0.0000,0.0000
9.873,0.0000,0.0000,0.0000
9.893,0.0000,0.0000,0.0000
9.912,0.0000,0.0000,0.0000
9.933,0.0000,0.0000,0.0000
9.952,0.0000,0.0000,0.0000
9.972,0.0000,0.0000,0.0000
9.993,0.0000,0.0000,0.0000
10.012,0.0000,0.0000,0.0000
10.033,0.0000,0.0000,0.0000
10.052,0.0000,0.0000,0.0000
10.073,0.0000,0.0000,0.0000
10.093,0.0000,0.0000,0.0000
10.112,0.0000,0.0000,0.0000
10.133,0.0000,0.0000,0.0000
10.153,0.0000,0.0000,0.0000
10.172,0.0000,0.0000,0.0000
10.193,0.0000,0.0000,0.0000
10.213,0.0000,0.0000,0.0000
10.233,0.0000,0.0000,0.0000
10.252,0.0000,0.0000,0.0000
10.273,0.0000,0.0000,0.0000
10.292,0.0000,0.0000,0.0000
10.312,0.0000,0.0000,0.0000
10.333,0.0000,0.0000,0.0000
10.352,0.0000,0.0000,0.0000
10.372,0.0000,0.0000,0.0000
10.393,0.0000,0.0000,0.0000
10.413,0.0000,0.0000,0.0000
10.432,0.0000,0.0000,0.0000
10.452,0.0000,0.0000,0.0000
10.473,0.0000,0.0000,0.0000
10.492,0.0000,0.0000,0.0000
10.512,0.0000,0.0000,0.0000
10.533,0.0000,0.0000,0.0000
10.552,0.0000,0.0000,0.0000
10.572,0.0000,0.0000,0.0000
10.592,0.0000,0.0000,0.0000
10.612,0.0000,0.0000,0.0000
10.632,0.0000,0.0000,0.0000
10.652,0.0000,0.0000,0.0000
10.672,0.0000,0.0000,0.0000
10.692,0.0000,0.0000,0.0000
10.712,0.0000,0.0000,0.0000
10.732,0.0000,0.0000,0.0000
10.752,0.0000,0.0000,0.0000
10.772,0.0000,0.0000,0.0000
10.793,0.0000,0.0000,0.0000
10.812,0.0000,0.0000,0.0000
10.832,0.0000,0.0000,0.0000
10.852,0.0000,0.0000,0.0000
10.872,0.0000,0.0000,0.0000
10.892,0.0000,0.0000,0.0000
10.912,0.0000,0.0000,0.0000
10.932,0.0000,0.0000,0.0000
10.952,0.0000,0.0000,0.0000
10.972,0.0000,0.0000,0.0000
10.992,0.0000,0.0000,0.0000
11.012,0.0000,0.0000,0.0000
11.032,0.0000,0.0000,0.0000
11.052,0.0000,0.0000,0.0000
11.072,0.0000,0.0000,0.0000
11.092,0.0000,0.0000,0.0000
11.112,0.0000,0.0000,0.0000
11.132,0.0000,0.0000,0.0000
11.152,0.0000,0.0000,0.0000
11.172,0.0000,0.0000,0.0000
11.192,0.0000,0.0000,0.0000
11.212,0.0000,0.0000,0.0000
11.232,0.0000,0.0000,0.0000
11.252,0.0000,0.0000,0.0000
11.272,0.0000,0.0000,0.0000
11.292,0.0000,0.0000,0.0000
11.312,0.0000,0.0000,0.0000
11.332,0.0000,0.0000,0.0000
11.352,0.0000,0.0000,0.0000
11.372,0.0000,0.0000,0.0000
11.392,0.0000,0.0000,0.0000
11.412,0.0000,0.0000,0.0000
11.432,0.0000,0.0000,0.0000
11.452,0.0000,0.0000,0.0000
11.472,0.0000,0.0000,0.0000
11.493,0.0000,0.0000,0.0000
11.512,0.0000,0.0000,0.0000
11.532,0.0000,0.0000,0.0000
11.552,0.0000,0.0000,0.0000
11.572,0.0000,0.0000,0.0000
11.592,0.0000,0.0000,0.0000
11.612,0.0000,0.0000,0.0000
11.632,0.0000,0.0000,0.0000
11.652,0.0000,0.0000,0.0000
11.672,0.0000,0.0000,0.0000
11.692,0.0000,0.0000,0.0000
11.713,0.0000,0.0000,0.0000
11.733,0.0000,0.0000,0.0000
11.752,0.0000,0.0000,0.0000
11.772,0.0000,0.0000,0.0000
11.792,0.0000,0.0000,0.0000
11.812,0.0000,0.0000,0.0000
11.832,0.0000,0.0000,0.0000
11.852,0.0000,0.0000,0.0000
11.872,0.0000,0.0000,0.0000
11.892,0.0000,0.0000,0.0000
11.912,0.0000,0.0000,0.0000
11.932,0.0000,0.0000,0.0000
11.952,0.0000,0.0000,0.0000
11.973,0.0000,0.0000,0.0000
11.993,0.0000,0.0000,0.0000
12.012,0.0000,0.0000,0.0000
12.032,0.0000,0.0000,0.0000
12.052,0.0000,0.0000,0.0000
12.072,0.0000,0.0000,0.0000
12.092,0.0000,0.0000,0.0000
12.112,0.0000,0.0000,0.0000
12.132,0.0000,0.0000,0.0000
12.152,0.0000,0.0000,0.0000
12.172,0.0000,0.0000,0.0000
12.192,0.0000,0.0000,0.0000
12.212,0.0000,0.0000,0.0000
12.232,0.0000,0.0000,0.0000
12.252,0.0000,0.0000,0.0000
12.272,0.0000,0.0000,0.0000
12.292,0.0000,0.0000,0.0000
12.312,0.0000,0.0000,0.0000
12.332,0.0000,0.0000,0.0000
12.352,0.0000,0.0000,0.0000
12.372,0.0000,0.0000,0.0000
12.393,0.0000,0.0000,0.0000
12.412,0.0000,0.0000,0.0000
12.432,0.0000,0.0000,0.0000
12.452,0.0000,0.0000,0.0000
12.472,0.0000,0.0000,0.0000
12.493,0.0000,0.0000,0.0000
12.513,0.0000,0.0000,0.0000
12.532,0.0000,0.0000,0.0000
12.553,0.0000,0.0000,0.0000
12.572,0.0000,0.0000,0.0000
12.592,0.0000,0.0000,0.0000
12.612,0.0000,0.0000,0.0000
12.632,0.0000,0.0000,0.0000
12.652,0.0000,0.0000,0.0000
12.672,0.0000,0.0000,0.0000
12.693,0.0000,0.0000,0.0000
12.712,0.0000,0.0000,0.0000
12.733,0.0000,0.0000,0.0000
12.752,0.0000,0.0000,0.0000
12.772,0.0000,0.0000,0.0000
12.792,0.0000,0.0000,0.0000
12.812,0.0000,0.0000,0.0000
12.832,0.0000,0.0000,0.0000
12.852,0.0000,0.0000,0.0000
12.873,0.0000,0.0000,0.0000
12.892,0.0000,0.0000,0.0000
12.912,0.0000,0.0000,0.0000
12.932,0.0000,0.0000,0.0000
12.952,0.0000,0.0000,0.0000
12.973,0.0000,0.0000,0.0000
12.992,0.0000,0.0000,0.0000
13.012,0.0000,0.0000,0.0000
13.032,0.0000,0.0000,0.0000
13.052,0.0000,0.0000,0.0000
13.072,0.0000,0.0000,0.0000
13.092,0.0000,0.0000,0.0000
13.112,0.0000,0.0000,0.0000
13.132,0.0000,0.0000,0.0000
13.153,0.0000,0.0000,0.0000
13.172,0.0000,0.0000,0.0000
13.192,0.0000,0.0000,0.0000
13.212,0.0000,0.0000,0.0000
13.233,0.0000,0.0000,0.0000
13.252,0.0000,0.0000,0.0000
13.272,0.0000,0.0000,0.0000
13.292,0.0000,0.0000,0.0000
13.312,0.0000,0.0000,0.0000
13.332,0.0000,0.0000,0.0000
13.352,0.0000,0.0000,0.0000
13.372,0.0000,0.0000,0.0000
13.393,0.0000,0.0000,0.0000
13.412,0.0000,0.0000,0.0000
13.432,0.0000,0.0000,0.0000
13.452,0.0000,0.0000,0.0000
13.473,0.0000,0.0000,0.0000
13.492,0.0000,0.0000,0.0000
13.512,0.0000,0.0000,0.0000
13.532,0.0000,0.0000,0.0000
13.552,0.0000,0.0000,0.0000
13.572,0.0000,0.0000,0.0000
13.592,0.0000,0.0000,0.0000
13.612,0.0000,0.0000,0.0000
13.632,0.0000,0.0000,0.0000
13.652,0.0000,0.0000,0.0000
13.672,0.0000,0.0000,0.0000
13.692,0.0000,0.0000,0.0000
13.712,0.0000,0.0000,0.0000
13.732,0.0000,0.0000,0.0000
13.752,0.0000,0.0000,0.0000
13.773,0.0000,0.0000,0.0000
13.792,0.0000,0.0000,0.0000
13.812,0.0000,0.0000,0.0000
13.833,0.0000,0.0000,0.0000
13.852,0.0000,0.0000,0.0000
13.872,0.0000,0.0000,0.0000
13.893,0.0000,0.0000,0.0000
13.912,0.0000,0.0000,0.0000
13.932,0.0000,0.0000,0.0000
13.952,0.0000,0.0000,0.0000
13.972,0.0000,0.0000,0.0000
13.992,0.0000,0.0000,0.0000
14.012,0.0000,0.0000,0.0000
14.032,0.0000,0.0000,0.0000
14.052,0.0000,0.0000,0.0000
14.072,0.0000,0.0000,0.0000
14.092,0.0000,0.0000,0.0000
14.112,0.0000,0.0000,0.0000
14.132,0.0000,0.0000,0.0000
14.152,0.0000,0.0000,0.0000
14.173,0.0000,0.0000,0.0000
14.192,0.0000,0.0000,0.0000
14.212,0.0000,0.0000,0.0000
14.232,0.0000,0.0000,0.0000
14.252,0.0000,0.0000,0.0000
14.272,0.0000,0.0000,0.0000
14.292,0.0000,0.0000,0.0000
14.312,0.0000,0.0000,0.0000
14.332,0.0000,0.0000,0.0000
14.352,0.0000,0.0000,0.0000
14.372,0.0000,0.0000,0.0000
14.392,0.0000,0.0000,0.0000
14.412,0.0000,0.0000,0.0000
14.432,0.0000,0.0000,0.0000
14.453,0.0000,0.0000,0.0000
14.472,0.0000,0.0000,0.0000
14.492,0.0000,0.0000,0.0000
14.512,0.0000,0.0000,0.0000
14.532,0.0000,0.0000,0.0000
14.552,0.0000,0.0000,0.0000
14.572,0.0000,0.0000,0.0000
14.592,0.0000,0.0000,0.0000
14.613,0.0000,0.0000,0.0000
14.632,0.0000,0.0000,0.0000
14.652,0.0000,0.0000,0.0000
14.672,0.0000,0.0000,0.0000
14.692,0.0000,0.0000,0.0000
14.712,0.0000,0.0000,0.0000
